Date,Title,Lehrstuhl,Description,Link
2021/04/14,Unsere Homepage wird überarbeitet!,Lehrstuhl für Betriebswirtschaftliche Steuerlehre,"Die Homepage des Lehrstuhls wird grundlegend überarbeitet und an das aktuelle Lehrprogramm angepasst. Bitte nutzen Sie daher für das Lehrangebot StudOn und campo, um sich über die aktuellen Veranstaltungen und das Seminarangebot zu informieren. Bei bestehenden Rückfragen können Sie sich auch gerne jederzeit an das Team des Lehrstuhls wenden. Vielen...",https://www.steuerlehre.rw.fau.de/2021/04/14/unsere-homepage-wird-ueberarbeitet/
2021/04/13,Abschlussarbeiten,Lehrstuhl für Betriebswirtschaftliche Steuerlehre,"Sollten Sie Interesse an der Anfertigung einer Abschlussarbeit (Bachelor- oder Masterarbeit) im Bereich der Betriebswirtschaftlichen Steuerlehre haben, so können Sie sich diesbezüglich direkt per E-Mail an Herrn Prof. Dr. Hechtner wenden. Beachten Sie hierbei folgende Punkte: Für die Anfertigung einer Bachelorarbeit ist zwingende Voraussetzung, dass Sie die Module &#8222;Grundlagen des...",https://www.steuerlehre.rw.fau.de/2021/04/13/abschlussarbeiten/
2020/09/21,Nachfolge Prof. Scheffler,Lehrstuhl für Betriebswirtschaftliche Steuerlehre,Herr Prof. Dr. Frank Hechtner hat zum 01.09.2020 seine Tätigkeit als Lehrstuhlinhaber des Lehrstuhls für Betriebswirtschaftliche Steuerlehre an der Friedrich-Alexander-Universität Erlangen-Nürnberg aufgenommen. Er übernimmt damit die Nachfolge von Herrn Prof. Dr. Wolfram Scheffler.,https://www.steuerlehre.rw.fau.de/2020/09/21/nachfolge/
2022/07/11,Final meeting for MOSAIK,"Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme","All good things come to an end, and so did our BMBF-funded project MOSAIK – successfully! On July 7th and 8th we had our final meeting together with representatives from DLR to conclude our work and partnership. Our partners from Otto-von-Guericke-University Magdeburg kindly hosted the meeting in Magdeburg, where we...",https://www.ti.rw.fau.de/2022/07/final-meeting-for-mosaik/
2022/07/11,DTM getting to know event in Berlin with MANDAT,"Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme","On June 23rd VDI/VDE organized an event for their managed projects on DTM (Datentreuhandmodelle) to present and get to know each other at the dbb forum Berlin.The Chair of Technical Information Systems, Web Science Research Group (KIT), and DATEV as partners in MANDAT, our project on methods for exchanging company-related...",https://www.ti.rw.fau.de/2022/07/dtm-getting-to-know-event-in-berlin-with-mandat/
2022/06/08,Guest Talk by Ross Horne: How may Solid address privacy requirements?,"Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme",On 25th of May 2022 Ross Horne visited Nuremberg and gave a guest talk about „How may Solid address privacy requirements?“ at our chair. Ross Horne is a Postdoctoral Researcher within the Security and Trust of Software Systems (SaToSS) research group at the University of Luxembourg who has recently been...,https://www.ti.rw.fau.de/2022/06/guest-talk-by-ross-horne-how-may-solid-address-privacy-requirements/
2022/06/08,Lange Nacht der Wissenschaften 2022,"Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme","On Saturday, May 21, 2022, the chair participated in the Lange Nacht der Wissenschaften in the Nuremberg Metropolitan Region. At the Lange Nacht, regional universities, research institutions, and companies present future technologies for interested parties.   In collaboration with the Fraunhofer IIS department Data Spaces and IoT Solutions, the chair presented BLAST: Block Applications...",https://www.ti.rw.fau.de/2022/06/lange-nacht-der-wissenschaften-2/
2022/05/27,First SeReCo Workshop in Lyon,"Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme","The first workshop of the SeReCo doctoral college took place – and the Chair of Technical Information Systems was part of it! On 23rd and 24th of May 2022, the workshop was located at Campus Région numérique in Charbonnières-les-Bains, near Lyon (France), organized by our partners from Mines Saint-Étienne. During...",https://www.ti.rw.fau.de/2022/05/first-sereco-workshop-in-lyon/
2022/01/21,Dr. Michael Munkert Sponsorship Award 2021 for Joint Project,"Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme","Julian Gruemmer from the Chair of Accounting and Auditing (Prof. Dr. Klaus Henselmann) received the Dr. Michael Munkert sponsorship award in 2021. In his project, Mr. Gruemmer identified interconnections between members of the board of directors and the supervisory board using knowledge graphs to visualize them and analyze them in...",https://www.ti.rw.fau.de/2022/01/joint-project-receives-dr-michael-munkert-sponsorship-award-2021/
2021/10/28,Science Slam at NUEDialog 2021,"Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme","On October 27th 2021, the 3rd Nuremberg Dialogue Business and Science (NUEDialog), a virtual event organized by the FAU WiSo Nuremberg, took place and presented interesting insights about the focus topic “Work in Change”. Beside other program points like panels and presentations, a “science slam” gave researchers the opportunity to...",https://www.ti.rw.fau.de/2021/10/science-slam-at-nuedialog-2021/
2021/10/05,First Prize at Siemens WomenHackAI Hackathon,"Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme","From September 22th to 24th, Zhou Gui participated in the WomenHackAI Hackathon organized by Siemens Female Data Science Network and her team won the first prize after 48 hours of intensive work. More than 100 people applied and 30 got accepted into 4 challenges. Zhou Gui worked at the challenge...",https://www.ti.rw.fau.de/2021/10/first-prize-at-siemens-womenhackai-hackathon/
2021/08/05,"Summer School on AI Technologies for Trust, Interoperability and Autonomy in Industry 4.0","Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme","From July 26th to 30th 2021 the summer school on AI technologies for trust, interoperability and autonomy in Industry 4.0 took place as a hybrid event at Waischenfeld (Germany), Saint-Étienne (France), St. Gallen (Switzerland) and online. Almost 60 participants learned about challenges and state-of-the-art in the research fields of Web...",https://www.ti.rw.fau.de/2021/08/summer-school-on-ai-technologies-for-trust-interoperability-and-autonomy-in-industry-4-0/
2021/04/06,Dagstuhl Seminar on Autonomous Agents on the Web,"Lehrstuhl für Wirtschaftsinformatik, insb. Technische Informationssysteme","From March 15th to 19th, 2021, the Dagstuhl Seminar on Autonomous Agents on the Web took place as a virtual event. Schloss Dagstuhl has been a prestigious venue for researchers in computer science since its foundation in 1990. Almost 40 highly-esteemed researchers from all over the world gathered &#8211; due...",https://www.ti.rw.fau.de/2021/04/dagstuhl-seminar-on-autonomous-agents-on-the-web/
2023/02/23,Klausureinsicht AMFMD & Statistics,Lehrstuhl für Statistik und Ökonometrie,Die Klausureinsicht findet am 19. April 2023 von 10:00 &#8211; 12:00 Uhr im Raum 3.154 statt. Eine Anmeldung ist nicht erforderlich. &#160; &#160; &#160;,https://www.statistik.rw.fau.de/2023/02/23/klausureinsicht-statistik/
2023/02/21,Seminar: Economic Expectations and Forecasting Methods,Lehrstuhl für Statistik und Ökonometrie,"Im kommenden Sommersemster bietet unser Lehrstuhl für Bachelorstudierende wieder das Seminar &#8222;Economic Expectations and Forecasting Methods&#8220; an. Am interessantesten ist das Seminar sicherlich für Studierende, die bereits die Vorlesungen &#8222;Analysis of Macroeconomic and Financial Markets Data&#8220; oder &#8222;Empirical Finance&#8220; gehört haben. Aber auch andere Studierende, die sich für empirische Arbeiten...",https://www.statistik.rw.fau.de/2023/02/21/seminar-economic-expectations-and-forecasting-methods/
2023/02/16,Neue Publikation,Lehrstuhl für Statistik und Ökonometrie,"Ein Forschungsbeitrag von Prof. Dr. Jonas Dovern wurde vom International Journal of Forecasting publiziert. In dem Beitrag wird gezeigt, dass Erwartungsunsicherheit von privaten Haushalten (z.B. über zukünftige Inflation oder Arbeitslosigkeit) mit Hilfe eines einfachen qualitativen Verfahrens erhoben werden kann. Die Studie ist frei verfügbar unter dem folgenden Link: https://doi.org/10.1016/j.ijforecast.2023.01.002.",https://www.statistik.rw.fau.de/2023/02/16/neue-publikation-2/
2022/12/12,"Einsicht Klausur Data Science: Datenauswertung/Statistik und Statistik (10/7,5 ECTS)",Lehrstuhl für Statistik und Ökonometrie,"Liebe Studierende, die Einsicht findet am 17.04.2023 von 16:45 &#8211; 18:15 im Raum LG 0.142 statt. Weitere Details veröffentlichen wir ab Mitte März in diesem Beitrag (Anmeldezeiträume etc.). Bitte beachten Sie: Sie müssen die Klausur mitgeschrieben haben um Einsicht nehmen zu können. Ohne vorherige Anmeldung ist keine Teilnahme möglich. &#160;...",https://www.statistik.rw.fau.de/2022/12/12/einsicht-klausur-data-science-datenauswertung-10-12-22/
2022/11/22,„Preis für gute Lehre“ für Dr. Alexander Glas,Lehrstuhl für Statistik und Ökonometrie,Dr. Alexander Glas wurde mit dem „Preis für gute Lehre an den staatlichen Universitäten in Bayern“ ausgezeichnet. Die Preisträgerinnen und -träger werden von ihrer Heimatuniversität vorgeschlagen. Dabei wird auch das Votum der Studierenden berücksichtigt. Voraussetzung für die Verleihung des Preises ist eine herausragende Lehrleistung über die Dauer von wenigstens zwei...,https://www.statistik.rw.fau.de/2022/11/22/preis-fuer-gute-lehre-fuer-dr-alexander-glas/
2022/07/05,Neue Publikation: Tankrabatt-Studie,Lehrstuhl für Statistik und Ökonometrie,"Eine Zusammenfassung der von unserem Lehrstuhl durchgeführten Studie zur Wirksamkeit des Tankrabatts wurde auf dem Onlineportal Ökonomenstimme publiziert. In der Untersuchung vergleichen wir die deutschen Benzin- und Dieselpreise mit jenen in einer synthetischen Vergleichsgruppe, die auf Basis der Preisentwicklungen in den deutschen Nachbarländern erstellt wurde. Für beide Kraftstoffarten finden wir,...",https://www.statistik.rw.fau.de/2022/07/05/neue-publikation-tankrabatt-studie/
2022/02/11,Kursangebot im SoSe 2022,Lehrstuhl für Statistik und Ökonometrie,"Im kommenden Sommersemester bietet unser Lehrstuhl eine Reihe von Kursen im Bachelor und Master an. Für Bachelor-Studierende bieten wir die Module  &#8222;Empirical Finance&#8220;, &#8222;Software Reliability&#8220; und das Seminar zu &#8222;Economic Expectations and Forecasting Methods&#8220; an. Für Master-Studierende bieten wir die Module &#8222;Bayesian Econometrics&#8220;, &#8222;Anwendung statistischer Methoden im Risikomanagement von Finanzinstituten&#8220;,...",https://www.statistik.rw.fau.de/2022/02/11/kursangebot-im-sose-2022/
2022/02/02,Neue Publikationen,Lehrstuhl für Statistik und Ökonometrie,"Die nachfolgenden Forschungsbeiträge von Prof. Dr. Jonas Dovern bzw. Dr. Alexander Glas wurden zur Veröffentlichung in Fachzeitschriften angenommen: &#160; Der Artikel &#8222;Sentiment and Firm Behavior During the COVID-19 Pandemic&#8220; (Buchheim L., Dovern J., Krolage C. und  Link S.) ist im Journal of Economic Behavior &#38; Organization erschienen. Der Artikel &#8222;The...",https://www.statistik.rw.fau.de/2022/02/02/neue-publikationen-3/
2021/11/17,Preis für gute Lehre 2020,Lehrstuhl für Statistik und Ökonometrie,"Das Lehrstuhlteam beglückwünscht Alexander Glas, der mit dem &#8222;Preis für gute Lehre 2020&#8220; an den staatlichen Universitäten in Bayern ausgezeichnet wird. Der Preis wird vom bayerischen Wissenschaftsministerium an Hochschullehrerinnen und -lehrer staatlicher Universitäten in Bayern für hervorragende Leistungen in der Lehre verliehen. Herr Glas möchte sich nachdrücklich bei allen Studierenden...",https://www.statistik.rw.fau.de/2021/11/17/preis-fuer-gute-lehre-2020/
2021/09/27,Neue Publikation,Lehrstuhl für Statistik und Ökonometrie,"Zusammenfassungen des Artikels &#8222;The Role of Information and Experience for Households&#8216; Inflation Expectations&#8222; von Christian Conrad, Zeno Enders und Alexander Glas sind auf oekonomenstimme.org (auf Deutsch) bzw. auf SUERF, The European Money and Finance Forum (auf Englisch) veröffentlicht worden.",https://www.statistik.rw.fau.de/2021/09/27/neue-publikationen-2/
2023/02/14,"Just published: (Hrsg.) Freitag/Hoffmann/Schmolke/Hofman, Marktermöglichung durch Recht im Digitalen Zeitalter, in Internetrecht und Digitale Gesellschaft, Bd. 43",Lehrstuhl für Wirtschaftsprivatrecht,"Der von Robert Freitag, Jochen Hoffmann, Klaus Ulrich Schmolke und Franz Hofman herausgegebene Tagungsband „Marktermöglichung durch Recht im Digitalen Zeitalter“ erschien kürzlich im Verlag Duncker &#38; Humblot. Das Werk befasst sich mit der Frage nach dem rechtlichen Handlungsbedarf im Zusammenhang mit der digitalen Transformation der Märkte und der emergierenden Plattformökonomie....",https://www.precht.rw.fau.de/2023/02/14/just-published-hrsg-freitag-hoffmann-schmolke-hofman-marktermoeglichung-durch-recht-im-digitalen-zeitalter-in-internetrecht-und-digitale-gesellschaft-bd-43/
2023/01/23,"Just published: Bartlitz, Die Kommanditistenhaftung in der GmbH & Co. KG vor Registereintragung, NZG 2022, 1669 ff.",Lehrstuhl für Wirtschaftsprivatrecht,"In Heft 35/2022 der Neuen Zeitschrift für Gesellschaftsrecht (NZG) ist auf S. 1669 ff. ein von Herrn Dr. Bartlitz verfasster Aufsatz unter dem Titel: &#8222;Die Kommanditistenhaftung in der GmbH &#38; Co. KG vor Registereintragung&#8220; erschienen. Die Neue Zeitschrift für Gesellschaftsrecht (NZG) ist eine juristische Fachzeitschrift, die seit 1994 zweimal im...",https://www.precht.rw.fau.de/2023/01/23/just-published-bartlitz-die-kommanditistenhaftung-in-der-gmbh-co-kg-vor-registereintragung-nzg-2022-1669-ff/
2022/11/24,"Just published: Bartlitz, Kommentierung zu § 2 eWpG, in: Conreder/Meier, eWpG",Lehrstuhl für Wirtschaftsprivatrecht,Soeben ist der von Christian Conreder und Johannes Meier herausgegebene Kommentar zum Gesetz über elektronische Wertpapiere (eWpG) erschienen. Herr Dr. Bartlitz kommentiert darin die zentrale Vorschrift des § 2 eWpG. Mit dem Gesetz über elektronische Wertpapiere (eWpG) vom 3. Juni 2021 hat der deutsche Gesetzgeber einen ersten Schritt der Digitalisierung...,https://www.precht.rw.fau.de/2022/11/24/just-published-bartlitz-kommentierung-zu-%c2%a7-2-in-conreder-meier-ewpg/
2022/10/11,Vorlesung: „Recht der börsennotierten Aktiengesellschaft“ im WS 2022/23,Lehrstuhl für Wirtschaftsprivatrecht,"Im WS 2022/23 bietet Herr Professor Dr. Hoffmann die Vorlesung: &#8222;Recht der börsennotierten Aktiengesellschaft&#8220; an. Die Vorlesung findet donnerstags von 8:00 bis 9:30 Uhr im LG H1 (Lange Gasse 20, 90403 Nürnberg) in Präsenzform statt. Erster Vorlesungstermin ist der 20.10.2022. Studierende des Studiengangs Rechtswissenschaft sind herzlich zur Teilnahme als Hörer...",https://www.precht.rw.fau.de/2022/10/11/vorlesung-recht-der-boersennotierten-aktiengesellschaft-im-ws-2022-23/
2022/09/14,"Just published: Hoffmann/Bierlein, „One-size-fits-all“-AGB in Verbraucherverträgen, JZ 2022, 745 ff.",Lehrstuhl für Wirtschaftsprivatrecht,"Ein Urteil des OLG Köln zu den AGB von PayPal hat der Frage des zumutbaren Umfangs von AGB in Verbraucherverträgen zu neuer Aufmerksamkeit verholfen. Zu unterscheiden sind dabei die beiden Aspekte der reinen Länge der AGB und ihrer inhaltlichen Reichweite. Letzteres bezieht sich auf die immer häufiger anzutreffenden Klauselwerke, die...",https://www.precht.rw.fau.de/2022/09/14/just-published-hoffmann-bierlein-one-size-fits-all-agb-in-verbrauchervertraegen-jz-2022-745-ff/
